respondent_id,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108
616,1,2,4,2,2,2,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,5,5,5,3,4,4,4,3,4,5,4,4,4,3,3,5,4,3,3,4,3,4,3,4,5,4,4,5,5,4,5,4,4,4,4,3,3,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
617,2,3,1,4,4,3,3,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,1,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,5,4,3,5,5,4,5,5,4,3,4,3,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,3,5,4,4,4,4,3,4,4,3,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1^无,无
618,2,3,3,2,3,1,2,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,2,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,2,4,1,5,4,5,4,3,4,4,5,4,4,5,3,5,5,5,4,3,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,2,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
619,2,3,4,6,2,2,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,4,5,4,4,5,3,1,2,3,1,4,4,4,3,5,4,3,5,5,4,3,5,4,5,4,5,4,4,4,4,5,5,4,3,1,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,无
620,1,3,3,5,3,2,3,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,3,3,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,3,2,3,5,5,4,4,5,4,4,5,5,4,4,5,4,4,5,3,5,5,3,1,1,2,1,2,2,3,2,4,4,4,3,4,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
621,1,4,1,2,4,3,1,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,4,3,4,4,4,5,4,4,4,4,4,4,4,1,2,4,3,1,2,3,2,2,2,4,4,3,5,5,3,4,4,4,4,4,3,3,4,3,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,无
622,1,2,1,2,3,1,4,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,4,3,4,4,5,5,4,5,5,5,5,4,4,4,3,5,5,3,3,3,1,4,1,3,2,4,1,1,2,1,2,3,2,1,2,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
623,2,3,3,6,1,1,2,1,0,1,0,0,0,0,1^无,1,0,1,1,0,1,0,0,3,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,3,4,3,3,5,4,5,5,4,5,4,4,4,4,5,5,5,3,4,4,5,4,3,4,3,5,4,5,4,4,5,4,5,4,4,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
624,1,3,4,4,4,2,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,4,4,4,5,4,5,4,4,4,5,3,3,4,5,4,3,4,4,4,4,5,4,4,3,5,4,3,5,4,5,4,4,4,3,4,3,4,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
625,1,3,4,5,3,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,3,5,4,5,4,5,5,5,4,5,4,3,5,4,4,4,3,4,4,5,4,3,3,5,4,4,4,4,4,5,3,5,3,5,5,2,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1^无,无
626,2,1,1,4,4,3,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,3,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,3,5,4,4,4,4,3,5,4,4,5,4,5,5,5,4,4,4,5,5,4,4,4,3,5,5,5,3,4,5,5,5,5,5,4,5,3,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
627,2,2,4,5,4,1,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,4,5,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,1,3,5,3,4,5,5,3,4,4,4,5,4,4,3,5,4,4,4,4,3,5,4,4,4,4,4,4,5,5,4,3,5,3,3,3,4,1,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,无
628,2,4,2,6,4,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,3,5,5,5,1,2,3,3,4,5,5,4,3,4,5,4,4,4,5,3,3,5,3,4,3,4,4,4,3,4,4,5,4,4,4,3,1,2,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
629,2,2,4,5,3,2,5,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,3,4,3,4,4,4,5,5,5,4,3,5,4,3,5,4,5,4,4,3,4,4,5,5,5,4,5,3,3,5,5,5,4,4,4,4,4,4,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
630,1,4,5,3,4,1,4,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,4,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,3,4,4,4,4,3,3,1,3,3,1,4,4,3,4,4,3,4,5,4,4,5,3,4,4,4,4,4,3,3,4,3,4,3,4,1,2,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
631,2,3,4,6,3,2,2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,4,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,4,4,4,5,4,4,5,4,4,4,4,2,1,3,1,3,2,4,3,1,3,4,5,4,4,4,4,4,4,5,4,5,4,5,5,1,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1^无,无
632,2,2,3,2,3,4,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,1,2,1,3,3,4,4,5,5,4,3,5,4,4,4,3,4,5,3,3,3,5,4,4,4,5,5,3,3,4,5,4,5,4,5,4,2,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,无
633,2,2,4,3,4,1,5,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,3,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,5,4,5,3,4,4,4,4,5,5,2,2,3,2,3,3,4,4,4,4,5,4,4,5,4,4,4,3,4,5,4,4,4,5,5,5,5,4,2,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1^无,无
634,2,4,3,4,4,3,1,2,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,4,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,4,3,4,3,4,3,3,5,3,5,5,4,4,5,5,5,5,4,4,3,3,5,4,5,4,4,5,3,3,4,4,4,4,4,4,3,5,1,2,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
635,2,5,3,6,2,2,3,1,0,1,0,0,0,0,1^无,1,0,1,1,0,1,0,0,4,3,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,5,5,5,4,5,5,3,3,3,3,5,4,5,4,3,4,5,4,5,4,4,4,3,3,5,3,5,4,5,4,4,5,4,4,3,3,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
636,1,4,4,2,3,2,3,2,0,1,0,0,0,0,1^无,0,1,1,0,1,0,1,0,1,4,1,0,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,1,0,0,3,3,3,2,3,2,1,1,4,3,3,5,5,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,4,2,2,2,3,1,5,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
637,1,4,4,3,2,2,4,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,4,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,4,3,4,5,5,4,5,3,4,5,5,5,4,4,5,3,4,4,5,3,4,4,5,4,4,3,4,5,3,4,5,3,3,5,4,4,5,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
638,2,3,5,5,2,2,5,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,3,2,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,2,3,2,4,3,2,2,1,3,3,2,2,3,1,1,1,3,4,1,3,3,1,1,3,1,2,3,2,3,1,1,2,1,2,2,1,4,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,无
639,2,3,5,2,3,1,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,3,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,3,5,4,1,2,1,2,4,5,4,4,3,4,4,5,5,5,4,4,4,4,5,3,3,4,3,5,3,3,4,5,5,4,4,4,2,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,无
640,1,5,3,4,1,1,1,1,0,1,0,0,0,0,1^无,0,1,1,0,1,0,1,0,2,2,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,1,4,5,5,3,1,4,3,3,5,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,1,3,2,2,2,1,3,3,2,3,2,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
641,1,3,1,2,3,2,3,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,3,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,5,4,5,4,4,4,4,4,4,4,5,5,4,5,3,4,4,4,4,4,4,4,5,4,5,5,5,4,4,5,5,5,4,4,3,2,1,2,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
642,1,3,5,2,3,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,2,0,1,0,1,0,0,1^无,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,3,5,4,4,5,5,3,3,3,4,5,4,4,5,5,4,4,4,5,4,4,4,5,4,5,5,4,5,4,4,4,5,5,5,4,1,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
643,2,3,3,4,3,3,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,4,3,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,4,5,5,4,3,3,5,4,5,4,5,3,4,5,4,3,4,4,4,4,5,4,4,3,4,3,5,4,5,5,4,4,3,5,4,1,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,无
644,2,3,5,5,5,2,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,4,5,4,5,4,4,5,3,4,4,3,4,5,4,4,3,3,5,5,3,4,5,4,4,4,4,3,5,5,4,4,4,4,3,4,3,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,无
645,2,4,3,2,2,2,1,1,0,1,0,0,0,0,1^无,1,0,1,1,0,1,0,0,2,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,4,4,4,3,4,3,4,5,4,4,4,4,3,5,5,4,4,5,4,5,3,3,3,4,4,3,3,4,3,4,5,4,4,3,4,1,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
646,1,3,4,2,1,2,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,2,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,5,4,4,5,4,4,3,3,4,4,4,5,4,4,5,5,4,4,4,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,3,2,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,无
647,2,5,4,2,1,3,3,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,3,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,5,5,5,5,5,4,5,4,5,3,4,4,4,5,3,3,4,4,4,5,5,2,2,2,4,4,2,2,3,1,2,4,4,5,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
648,1,4,4,3,3,1,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,4,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,4,4,4,5,4,4,3,4,4,5,4,4,4,5,3,3,4,4,4,5,5,1,2,2,2,1,3,3,3,1,3,5,5,4,4,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
649,2,4,4,2,3,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,3,3,4,5,3,4,4,4,2,3,3,1,5,5,5,4,4,3,4,5,3,4,4,4,5,4,3,3,4,4,5,3,3,4,3,3,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
650,1,5,5,8^无,4,3,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,5,3,4,5,4,5,4,5,4,5,5,3,5,4,4,4,3,4,4,5,4,5,4,5,5,5,3,5,5,4,5,5,4,4,5,1,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,无
651,2,3,3,2,3,3,2,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,3,3,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,5,3,4,4,5,4,4,4,5,3,5,4,5,4,4,4,5,4,4,3,5,4,3,4,5,4,4,5,5,4,5,4,5,5,4,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
652,2,2,3,5,3,3,5,1,0,1,0,0,0,0,1^无,0,1,0,1,1,0,1,0,2,3,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,3,3,5,3,4,3,3,4,3,4,4,5,4,4,4,4,4,4,4,5,5,4,4,5,4,4,3,4,5,3,4,5,3,3,5,5,1,3,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
653,2,5,2,4,4,3,2,1,0,1,0,0,0,0,1^无,0,1,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,4,4,4,5,4,4,4,4,3,4,5,3,5,5,4,4,5,5,4,4,4,5,4,3,5,3,3,4,4,4,5,4,4,4,4,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
654,2,2,4,5,3,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,3,4,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,2,3,3,3,1,1,4,4,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,3,4,3,4,3,4,4,4,5,4,5,4,3,3,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
655,2,1,5,4,2,1,5,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,4,5,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,4,4,4,4,4,5,5,4,4,4,5,3,4,4,4,4,4,4,4,5,4,2,3,3,1,1,2,4,4,2,2,5,4,5,4,2,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
656,1,1,5,6,3,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,3,2,2,3,4,5,4,4,5,5,5,3,3,2,3,2,2,2,3,4,1,4,4,4,5,5,5,5,5,3,5,5,4,5,3,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,无
657,1,2,4,2,3,2,4,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,4,1,0,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,3,3,3,1,1,3,1,3,3,2,5,4,3,4,3,2,1,4,3,3,1,3,3,3,2,3,2,3,3,3,1,1,3,3,2,1,1,1,4,4,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,无
658,2,2,5,4,3,2,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,4,4,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,1,3,4,3,5,5,4,4,4,5,3,5,4,4,3,4,5,4,4,5,5,4,4,3,4,4,5,4,4,5,5,3,5,5,5,5,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
659,2,5,2,2,3,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,5,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,5,4,3,5,5,5,5,5,5,5,4,4,3,5,5,4,4,5,4,5,3,5,4,3,5,4,4,5,3,5,3,5,5,5,4,2,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,无
660,1,3,5,2,3,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,3,3,2,3,5,5,5,4,4,4,4,3,1,1,2,2,3,1,4,3,1,2,3,2,3,3,3,1,1,3,3,3,1,2,3,3,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
661,1,5,5,2,3,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,4,5,4,3,1,3,3,2,1,1,3,3,3,4,4,5,4,5,4,3,5,3,2,2,1,2,1,2,1,1,3,4,3,4,4,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
662,1,5,5,2,5,3,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,2,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,5,5,3,4,4,4,5,4,5,4,4,4,4,3,4,3,5,5,4,5,4,4,5,4,4,3,4,5,4,5,4,4,4,3,5,5,5,3,2,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
663,1,4,5,2,2,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,1,3,4,5,5,5,4,4,5,3,5,5,4,3,5,4,5,4,4,3,4,4,4,4,4,4,3,5,5,5,4,3,4,4,3,3,2,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
664,2,4,4,4,2,3,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,4,5,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,4,4,4,3,4,5,4,5,3,4,4,3,5,3,5,4,4,3,5,4,4,5,3,3,5,4,4,3,4,4,4,4,5,4,4,3,2,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
665,1,4,3,2,3,2,3,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,3,3,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,3,3,3,2,2,3,3,3,3,2,2,1,2,2,2,2,2,1,2,1,4,2,1,2,3,4,3,1,3,3,1,2,1,3,2,3,3,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
666,1,4,5,2,3,3,2,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,3,4,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,1,1,1,2,2,2,3,2,1,1,3,1,3,4,1,3,1,2,3,4,1,1,2,3,2,2,1,2,2,3,2,3,2,3,2,3,4,3,4,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
667,2,4,5,5,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,5,5,5,5,4,5,5,5,5,4,4,3,4,5,3,5,5,5,4,4,4,5,4,4,5,5,3,5,5,5,4,5,4,4,4,1,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,无
668,2,3,2,3,1,3,1,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,4,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,4,4,4,1,3,1,4,5,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,3,4,4,4,5,5,5,3,3,5,5,5,3,5,3,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
669,1,3,2,3,3,3,2,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,3,3,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,2,3,2,4,5,5,5,2,3,1,3,2,1,3,3,3,3,1,3,2,1,1,2,2,2,1,3,3,1,2,3,2,4,1,3,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
670,2,4,5,2,1,2,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,4,3,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,5,5,4,3,4,4,5,5,4,4,3,3,3,4,5,4,5,4,5,5,5,4,4,5,4,3,5,4,3,4,4,5,4,4,4,5,2,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
671,1,2,5,2,3,2,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,3,5,3,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5,4,5,4,4,4,4,4,5,1,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1^无,无
672,2,2,3,6,3,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,3,3,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,4,4,4,4,4,5,3,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,3,5,4,5,3,3,4,3,4,3,4,4,5,3,3,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,无
673,2,3,1,6,4,3,2,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,4,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,2,1,1,1,2,4,3,2,1,1,2,1,3,3,1,1,2,1,2,1,2,3,1,1,2,3,1,1,1,1,1,4,1,1,3,2,4,5,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
674,1,3,5,2,4,1,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,2,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,3,1,2,3,5,5,4,5,4,4,3,4,4,4,4,4,4,4,3,4,5,4,3,5,3,5,3,4,4,3,4,5,5,5,5,2,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,无
675,1,2,5,2,4,2,3,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4,2,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,4,4,4,5,5,5,3,4,3,5,4,5,4,5,4,4,5,4,4,3,5,3,4,4,4,4,4,3,5,3,4,3,3,5,5,5,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,无
